device_id,vehicle_id,vehicle_type,region,install_date,status,issue_type,last_seen,lat,lon,temperature_c,voltage_v,camera_inward_ok,camera_outward_ok
KDC-1171,VH-5171,Nissan Livina,Bekasi,2025-08-09,healthy,,2025-09-25 10:21:00,-6.110233843,106.1272,46.8,14.05,TRUE,TRUE
KDC-1172,VH-5172,BYD M6,Jakarta,2024-10-10,issue,camera_inward_no_signal,2025-09-24 17:48:00,-6.129343386,106.7846297,39.9,12.29,FALSE,TRUE
KDC-1173,VH-5173,Calya,Bekasi,2024-12-02,healthy,,2025-09-24 17:46:00,-6.095639377,106.7672126,50.9,12.2,TRUE,TRUE
KDC-1174,VH-5174,BYD M6,Bekasi,2024-05-26,offline,camera_inward_no_signal,2025-09-24 1:22:00,-6.191171727,106.8362224,29.5,12.7,FALSE,TRUE
KDC-1175,VH-5175,BYD M6,Tangerang,2024-11-26,healthy,,2025-09-24 16:10:00,-6.605592935,106.8167247,36.5,12.55,TRUE,TRUE
KDC-1176,VH-5176,BYD M6,Tangerang,2025-08-15,healthy,,2025-09-24 9:09:00,-6.239607587,106.8333939,44.2,12.96,TRUE,TRUE
KDC-1177,VH-5177,Avanza,Jakarta,2024-08-04,healthy,,2025-09-25 7:39:00,-6.144650893,106.1915797,49.6,12.15,TRUE,TRUE
KDC-1178,VH-5178,Calya,Depok,2025-06-05,offline,camera_inward_no_signal,2025-09-24 6:02:00,-6.230839377,106.8250104,48.2,12.75,FALSE,TRUE
KDC-1179,VH-5179,BYD M6,Tangerang,2025-03-18,healthy,,2025-09-24 10:40:00,-6.296389494,107.0052769,56.3,12.84,TRUE,TRUE
KDC-1180,VH-5180,Calya,Jakarta,2025-04-23,healthy,,2025-09-24 19:08:00,-6.166745226,106.6284407,46.3,13.53,TRUE,TRUE
KDC-1181,VH-5181,Nissan Livina,Jakarta,2024-01-02,healthy,,2025-09-24 1:56:00,-6.211063921,106.8746715,41.6,11.16,TRUE,TRUE
KDC-1182,VH-5182,BYD M6,Jakarta,2024-10-25,healthy,,2025-09-25 7:20:00,-6.591402436,106.7876706,58.1,10.95,TRUE,TRUE
KDC-1183,VH-5183,Nissan Livina,Bekasi,2025-05-14,issue,dashcam_error,2025-09-24 4:55:00,-6.327752745,106.8415197,54.5,11.83,TRUE,TRUE
KDC-1184,VH-5184,BYD M6,Bogor,2025-05-16,healthy,,2025-09-25 11:30:00,-6.225774405,106.8330487,40.2,12.14,TRUE,TRUE
KDC-1185,VH-5185,Calya,Jakarta,2024-03-15,healthy,,2025-09-25 7:00:00,-6.574859376,106.8032776,52.1,12.76,TRUE,TRUE
KDC-1186,VH-5186,Calya,Depok,2024-09-23,healthy,,2025-09-25 10:14:00,-6.180102999,106.6512554,48,12.25,TRUE,TRUE
KDC-1187,VH-5187,Calya,Bogor,2024-07-29,issue,dashcam_error,2025-09-24 4:27:00,-6.20603684,106.8446176,45.6,11.19,TRUE,TRUE
KDC-1188,VH-5188,Calya,Tangerang,2024-10-24,healthy,,2025-09-24 6:52:00,-6.192704886,106.6234592,42,12.37,TRUE,TRUE
KDC-1189,VH-5189,Calya,Tangerang,2024-01-02,healthy,,2025-09-25 4:47:00,-6.377291237,106.8099058,37.6,11.98,TRUE,TRUE
KDC-1190,VH-5190,Innova Zenix,Jakarta,2024-07-25,healthy,,2025-09-24 23:53:00,-6.329551206,107.004944,52.4,13.3,TRUE,TRUE
KDC-1191,VH-5191,Innova Zenix,Jakarta,2024-10-22,healthy,,2025-09-24 6:33:00,-6.114254924,106.1384791,54.3,12.45,TRUE,TRUE
KDC-1192,VH-5192,Calya,Tangerang,2025-05-19,healthy,,2025-09-24 4:11:00,-6.350769457,106.8241693,56.9,13.6,TRUE,TRUE
KDC-1193,VH-5193,Nissan Livina,Jakarta,2025-01-26,healthy,,2025-09-24 19:21:00,-6.254356488,107.0135544,39.4,13.32,TRUE,TRUE
KDC-1194,VH-5194,BYD M6,Jakarta,2025-05-13,healthy,,2025-09-24 22:09:00,-6.156924386,106.6469951,47.6,12.95,TRUE,TRUE
KDC-1195,VH-5195,Calya,Jakarta,2025-02-04,healthy,,2025-09-25 5:46:00,-6.16957117,106.6212589,35.8,13.28,TRUE,TRUE
KDC-1196,VH-5196,Nissan Livina,Jakarta,2024-07-21,healthy,,2025-09-25 11:34:00,-6.238354234,106.7954207,41.9,12.23,TRUE,TRUE
KDC-1197,VH-5197,Calya,Bogor,2024-08-30,healthy,,2025-09-25 4:11:00,-6.108357015,106.1286893,45.6,11.54,TRUE,TRUE
KDC-1198,VH-5198,Calya,Jakarta,2025-07-15,healthy,,2025-09-24 22:25:00,-6.616229536,106.810247,40.4,14.65,TRUE,TRUE
KDC-1199,VH-5199,Innova Zenix,Jakarta,2025-02-13,healthy,,2025-09-24 9:44:00,-6.361193902,106.8402734,57.7,12.09,TRUE,TRUE
KDC-1200,VH-5200,Innova Zenix,Jakarta,2025-05-22,healthy,,2025-09-24 23:12:00,-6.117654715,106.7516482,41.3,11.39,TRUE,TRUE
KDC-1201,VH-5201,Innova Zenix,Jakarta,2024-01-12,issue,camera_outward_no_signal,2025-09-24 9:30:00,-6.245369229,106.8366126,48.5,11.49,TRUE,FALSE
KDC-1202,VH-5202,BYD M6,Bekasi,2024-06-01,healthy,,2025-09-24 18:22:00,-6.227368186,106.7921574,46.5,12.48,TRUE,TRUE
KDC-1203,VH-5203,Calya,Jakarta,2024-08-13,healthy,,2025-09-24 8:43:00,-6.167635089,106.6315275,35.3,12.88,TRUE,TRUE
KDC-1204,VH-5204,Calya,Bogor,2025-07-13,offline,low_voltage,2025-09-25 3:05:00,-6.292181442,106.9934814,45.9,11.14,TRUE,TRUE
KDC-1205,VH-5205,Nissan Livina,Bekasi,2025-04-11,healthy,,2025-09-24 10:33:00,-6.226774519,106.8304568,42.8,12.72,TRUE,TRUE
KDC-1206,VH-5206,Innova Zenix,Jakarta,2024-04-25,healthy,,2025-09-25 10:42:00,-6.191289785,106.8285799,50.3,13.59,TRUE,TRUE
KDC-1207,VH-5207,Innova Zenix,Jakarta,2025-03-08,healthy,,2025-09-24 11:30:00,-6.233579057,106.6200384,39.6,12.41,TRUE,TRUE
KDC-1208,VH-5208,Innova Zenix,Bogor,2025-09-03,healthy,,2025-09-24 20:07:00,-6.288093629,106.9941689,31.9,11.39,TRUE,TRUE
KDC-1209,VH-5209,BYD M6,Bogor,2025-01-04,healthy,,2025-09-25 10:24:00,-6.073637312,106.7874011,41.1,12.24,TRUE,TRUE
KDC-1210,VH-5210,Calya,Tangerang,2024-09-19,healthy,,2025-09-24 8:44:00,-6.273197895,106.9696051,49.6,11.26,TRUE,TRUE
KDC-1211,VH-5211,Avanza,Jakarta,2025-02-27,healthy,,2025-09-25 7:38:00,-6.224280181,106.9679157,38.6,13.85,TRUE,TRUE
KDC-1212,VH-5212,Calya,Depok,2024-09-07,healthy,,2025-09-24 12:38:00,-6.22185098,106.8605384,49.5,12.77,TRUE,TRUE
KDC-1213,VH-5213,Nissan Livina,Tangerang,2025-08-06,healthy,,2025-09-25 10:27:00,-6.340907536,106.8063587,46.8,11.69,TRUE,TRUE
KDC-1214,VH-5214,Innova Zenix,Jakarta,2024-05-30,healthy,,2025-09-25 5:41:00,-6.209366552,106.7839244,50.9,12.26,TRUE,TRUE
KDC-1215,VH-5215,BYD M6,Jakarta,2024-09-18,healthy,,2025-09-24 7:18:00,-6.345007308,106.8506654,41.8,12.21,TRUE,TRUE
KDC-1216,VH-5216,BYD M6,Bekasi,2025-02-10,healthy,,2025-09-25 8:02:00,-6.155972485,106.659361,47,12.04,TRUE,TRUE
KDC-1217,VH-5217,Calya,Bekasi,2024-03-20,healthy,,2025-09-25 7:32:00,-6.63535746,106.8121667,56.8,11.8,TRUE,TRUE
KDC-1218,VH-5218,Calya,Tangerang,2025-08-05,healthy,,2025-09-25 7:35:00,-6.0966552,106.7935573,51.3,12.33,TRUE,TRUE
KDC-1219,VH-5219,Innova Zenix,Tangerang,2025-06-20,healthy,,2025-09-24 19:51:00,-6.237495219,106.9988622,39.8,13.74,TRUE,TRUE
KDC-1220,VH-5220,Calya,Depok,2025-03-14,healthy,,2025-09-25 6:38:00,-6.284574034,107.014102,41.2,12.55,TRUE,TRUE
KDC-1221,VH-5221,BYD M6,Tangerang,2024-04-08,healthy,,2025-09-24 7:47:00,-6.604514741,106.8325086,51.4,12.28,TRUE,TRUE
KDC-1222,VH-5222,Calya,Depok,2025-05-14,healthy,,2025-09-24 1:52:00,-6.148377443,106.1245199,40.4,12.05,TRUE,TRUE
KDC-1223,VH-5223,Innova Zenix,Tangerang,2025-03-03,healthy,,2025-09-24 1:54:00,-6.104924929,106.1426351,41.2,12.26,TRUE,TRUE
KDC-1224,VH-5224,Innova Zenix,Jakarta,2024-10-23,healthy,,2025-09-24 12:08:00,-6.230707517,106.8946454,54.5,13.27,TRUE,TRUE
KDC-1225,VH-5225,Innova Zenix,Tangerang,2025-03-18,healthy,,2025-09-25 2:48:00,-6.138203012,106.7539039,44.5,12.23,TRUE,TRUE
KDC-1226,VH-5226,Nissan Livina,Bekasi,2024-02-10,issue,overheat,2025-09-24 3:13:00,-6.209547362,106.8333522,60.6,13.57,TRUE,TRUE
KDC-1227,VH-5227,Avanza,Jakarta,2025-04-10,healthy,,2025-09-24 21:48:00,-6.283203963,107.0089411,39.6,12.76,TRUE,TRUE
KDC-1228,VH-5228,Calya,Depok,2025-07-14,healthy,,2025-09-25 6:55:00,-6.070622814,106.151202,26.1,12.32,TRUE,TRUE
KDC-1229,VH-5229,Calya,Jakarta,2024-01-02,healthy,,2025-09-24 1:51:00,-6.232812379,106.8545078,45.1,11.98,TRUE,TRUE
KDC-1230,VH-5230,Calya,Jakarta,2024-10-21,healthy,,2025-09-24 8:41:00,-6.212564224,106.7669736,48.1,12.57,TRUE,TRUE
KDC-1231,VH-5231,Calya,Jakarta,2025-07-10,healthy,,2025-09-24 0:28:00,-6.286538686,106.9963961,42.4,13.23,TRUE,TRUE
KDC-1232,VH-5232,Calya,Jakarta,2025-03-06,healthy,,2025-09-24 9:13:00,-6.205568728,106.6180098,57.9,13.51,TRUE,TRUE
KDC-1233,VH-5233,Innova Zenix,Depok,2024-01-26,healthy,,2025-09-25 6:20:00,-6.568215961,106.8336377,49.8,13.03,TRUE,TRUE
KDC-1234,VH-5234,Calya,Bekasi,2024-05-01,healthy,,2025-09-24 4:30:00,-6.083548963,106.1399429,52.6,12.88,TRUE,TRUE
KDC-1235,VH-5235,Innova Zenix,Jakarta,2024-12-07,healthy,,2025-09-25 10:44:00,-6.207586501,106.8686155,42.1,12.81,TRUE,TRUE
KDC-1236,VH-5236,Calya,Depok,2024-03-16,healthy,,2025-09-25 8:42:00,-6.162954529,106.6251527,47.5,11.62,TRUE,TRUE
KDC-1237,VH-5237,Calya,Tangerang,2024-07-02,healthy,,2025-09-25 10:17:00,-6.232982165,106.7771975,50.8,13.22,TRUE,TRUE
KDC-1238,VH-5238,Calya,Jakarta,2025-01-11,issue,hardware_fault,2025-09-25 1:16:00,-6.234561208,106.7838559,44,12.35,TRUE,TRUE
KDC-1239,VH-5239,Innova Zenix,Tangerang,2024-12-10,healthy,,2025-09-25 11:03:00,-6.180782355,106.6517897,39.5,12,TRUE,TRUE
KDC-1240,VH-5240,BYD M6,Tangerang,2024-09-15,healthy,,2025-09-25 5:31:00,-6.302962553,106.9732416,41.9,13.23,TRUE,TRUE
KDC-1241,VH-5241,Calya,Jakarta,2025-09-06,healthy,,2025-09-24 10:36:00,-6.18452237,106.8527645,43.1,11.65,TRUE,TRUE
KDC-1242,VH-5242,Calya,Jakarta,2024-09-05,healthy,,2025-09-25 5:58:00,-6.295147333,106.9670844,40.4,13.45,TRUE,TRUE
KDC-1243,VH-5243,BYD M6,Jakarta,2025-04-12,issue,dashcam_error,2025-09-24 6:09:00,-6.209142612,106.8488911,34.2,11.55,TRUE,TRUE
KDC-1244,VH-5244,Nissan Livina,Jakarta,2025-01-31,issue,low_voltage,2025-09-24 3:23:00,-6.260387981,106.9809613,40.6,11.64,TRUE,TRUE
KDC-1245,VH-5245,Calya,Bogor,2024-03-09,healthy,,2025-09-24 16:58:00,-6.122023473,106.1556843,37,12.92,TRUE,TRUE
KDC-1246,VH-5246,Avanza,Jakarta,2024-07-16,healthy,,2025-09-25 1:07:00,-6.371628547,106.838526,38.8,13.45,TRUE,TRUE
KDC-1247,VH-5247,Innova Zenix,Jakarta,2024-02-20,issue,camera_outward_no_signal,2025-09-24 13:00:00,-6.118179936,106.7775331,40.5,11.92,TRUE,FALSE
KDC-1248,VH-5248,Calya,Jakarta,2025-09-15,healthy,,2025-09-25 8:48:00,-6.089815847,106.1276928,51.9,11.84,TRUE,TRUE
KDC-1249,VH-5249,Calya,Bogor,2025-03-27,healthy,,2025-09-24 8:16:00,-6.593945955,106.7959146,47.3,13.09,TRUE,TRUE
KDC-1250,VH-5250,Calya,Jakarta,2024-02-25,issue,hardware_fault,2025-09-24 6:25:00,-6.189001401,106.6367153,36.1,11.3,TRUE,TRUE
KDC-1251,VH-5251,BYD M6,Bekasi,2025-01-01,healthy,,2025-09-24 9:37:00,-6.191371798,106.6306653,42.5,13.06,TRUE,TRUE
KDC-1252,VH-5252,BYD M6,Jakarta,2025-04-19,healthy,,2025-09-24 6:05:00,-6.219333397,107.004919,46.1,12.35,TRUE,TRUE
KDC-1253,VH-5253,Calya,Tangerang,2024-07-07,healthy,,2025-09-24 23:51:00,-6.09885932,106.1306973,53.2,12.69,TRUE,TRUE
KDC-1254,VH-5254,Nissan Livina,Bogor,2025-08-06,healthy,,2025-09-24 17:09:00,-6.305610604,106.9605297,51.9,12.27,TRUE,TRUE
KDC-1255,VH-5255,Calya,Jakarta,2024-01-08,healthy,,2025-09-24 13:18:00,-6.22524406,106.780421,35,12.77,TRUE,TRUE
KDC-1256,VH-5256,Calya,Bogor,2025-04-02,healthy,,2025-09-25 2:40:00,-6.563132403,106.8191083,51.6,10.84,TRUE,TRUE
KDC-1257,VH-5257,BYD M6,Depok,2024-08-25,healthy,,2025-09-24 19:04:00,-6.172889281,106.8848069,59,12.37,TRUE,TRUE
KDC-1258,VH-5258,BYD M6,Jakarta,2024-07-11,healthy,,2025-09-25 8:08:00,-6.227820586,106.8359812,55.5,13.21,TRUE,TRUE
KDC-1259,VH-5259,Nissan Livina,Bogor,2024-04-18,healthy,,2025-09-24 4:19:00,-6.146003539,106.7373368,44.7,12.83,TRUE,TRUE
KDC-1260,VH-5260,BYD M6,Bekasi,2025-05-18,healthy,,2025-09-24 4:25:00,-6.239955749,106.7654581,44,12.24,TRUE,TRUE
KDC-1261,VH-5261,Calya,Bekasi,2025-06-19,healthy,,2025-09-25 5:19:00,-6.259574761,106.986278,29.2,11.8,TRUE,TRUE
KDC-1262,VH-5262,BYD M6,Jakarta,2025-07-09,healthy,,2025-09-24 2:52:00,-6.341301981,106.8434539,38,12.78,TRUE,TRUE
KDC-1263,VH-5263,Calya,Bogor,2024-04-21,issue,low_voltage,2025-09-24 14:11:00,-6.325706939,106.9847029,41.4,12.67,TRUE,TRUE
KDC-1264,VH-5264,Calya,Bogor,2024-06-08,healthy,,2025-09-24 16:52:00,-6.297489086,106.9970567,38.4,11.95,TRUE,TRUE
KDC-1265,VH-5265,Calya,Jakarta,2024-04-28,healthy,,2025-09-25 11:54:00,-6.241717738,106.9671559,52.9,14.15,TRUE,TRUE
KDC-1266,VH-5266,BYD M6,Jakarta,2025-06-08,healthy,,2025-09-25 8:22:00,-6.196128698,106.8710032,53.1,12.24,TRUE,TRUE
KDC-1267,VH-5267,Calya,Jakarta,2024-11-09,healthy,,2025-09-24 16:12:00,-6.213506493,106.8248819,29.4,12.84,TRUE,TRUE
KDC-1268,VH-5268,Nissan Livina,Jakarta,2025-07-01,healthy,,2025-09-24 3:36:00,-6.254938225,106.997894,35.9,13.19,TRUE,TRUE
KDC-1269,VH-5269,Avanza,Bogor,2024-09-25,healthy,,2025-09-24 3:57:00,-6.228836346,106.8257958,43.7,11.6,TRUE,TRUE
KDC-1270,VH-5270,Nissan Livina,Depok,2024-07-27,healthy,,2025-09-24 2:55:00,-6.09953896,106.1501277,40.7,13.03,TRUE,TRUE
KDC-1271,VH-5271,BYD M6,Tangerang,2025-09-20,healthy,,2025-09-25 3:02:00,-6.341271825,106.8309349,46.2,10.9,TRUE,TRUE
KDC-1272,VH-5272,Calya,Tangerang,2024-12-18,healthy,,2025-09-25 2:58:00,-6.277789011,106.8198038,56.9,12.44,TRUE,TRUE
KDC-1273,VH-5273,Calya,Jakarta,2024-01-05,healthy,,2025-09-25 10:47:00,-6.228080069,106.8222592,49.8,12.11,TRUE,TRUE
KDC-1274,VH-5274,Calya,Jakarta,2025-06-03,healthy,,2025-09-24 0:16:00,-6.588754334,106.818787,41.8,12.22,TRUE,TRUE
KDC-1275,VH-5275,Calya,Bekasi,2024-09-06,healthy,,2025-09-24 5:35:00,-6.225197761,106.8461881,49.3,12.24,TRUE,TRUE
KDC-1276,VH-5276,Calya,Jakarta,2024-11-12,healthy,,2025-09-25 9:37:00,-6.319175534,107.0047506,44.7,11.91,TRUE,TRUE
KDC-1277,VH-5277,Innova Zenix,Jakarta,2024-06-20,healthy,,2025-09-25 10:56:00,-6.172891507,106.8403848,44.4,12.85,TRUE,TRUE
KDC-1278,VH-5278,Calya,Bekasi,2025-08-05,healthy,,2025-09-24 9:17:00,-6.163187964,106.8266544,48.6,11.75,TRUE,TRUE
KDC-1279,VH-5279,BYD M6,Jakarta,2025-04-22,healthy,,2025-09-25 1:47:00,-6.589639026,106.8249358,58.7,12.35,TRUE,TRUE
KDC-1280,VH-5280,Calya,Jakarta,2024-08-13,healthy,,2025-09-25 11:13:00,-6.281371154,106.9802435,40.1,12.47,TRUE,TRUE
KDC-1281,VH-5281,Calya,Jakarta,2025-01-16,healthy,,2025-09-24 0:55:00,-6.120440644,106.7870769,41.7,12.83,TRUE,TRUE
KDC-1282,VH-5282,Calya,Jakarta,2025-05-23,healthy,,2025-09-24 0:03:00,-6.237961658,106.894454,47.9,13.22,TRUE,TRUE
KDC-1283,VH-5283,Calya,Tangerang,2024-10-27,healthy,,2025-09-24 14:20:00,-6.132838049,106.757749,58.7,12.71,TRUE,TRUE
KDC-1284,VH-5284,Nissan Livina,Bekasi,2024-12-19,healthy,,2025-09-24 4:34:00,-6.579642011,106.8116289,51.7,12.88,TRUE,TRUE
KDC-1285,VH-5285,Calya,Jakarta,2025-04-18,offline,camera_outward_no_signal,2025-09-24 17:57:00,-6.125222141,106.1247479,43.3,12.59,TRUE,FALSE
KDC-1286,VH-5286,BYD M6,Tangerang,2024-09-02,healthy,,2025-09-24 12:07:00,-6.121892061,106.1328776,47.3,12.62,TRUE,TRUE
KDC-1287,VH-5287,Innova Zenix,Jakarta,2024-06-28,healthy,,2025-09-25 2:28:00,-6.215949814,106.8115593,31.8,12.99,TRUE,TRUE
KDC-1288,VH-5288,Innova Zenix,Depok,2024-08-31,healthy,,2025-09-25 1:35:00,-6.194923652,106.7537454,60.9,11.76,TRUE,TRUE
KDC-1289,VH-5289,Calya,Tangerang,2024-12-23,offline,camera_inward_no_signal,2025-09-25 9:20:00,-6.22172422,106.8033889,36.4,12.25,FALSE,TRUE
KDC-1290,VH-5290,Calya,Depok,2024-04-11,issue,dashcam_error,2025-09-24 10:53:00,-6.225952907,106.9730798,54.2,12.09,TRUE,TRUE
KDC-1291,VH-5291,BYD M6,Bogor,2025-02-25,issue,overheat,2025-09-24 9:16:00,-6.634001679,106.7933335,53.7,12.3,TRUE,TRUE
KDC-1292,VH-5292,Nissan Livina,Jakarta,2024-10-16,healthy,,2025-09-24 3:44:00,-6.342229789,106.8244835,47.2,13.29,TRUE,TRUE
KDC-1293,VH-5293,Calya,Tangerang,2024-02-03,healthy,,2025-09-24 21:49:00,-6.214826244,106.812636,39.3,12.91,TRUE,TRUE
KDC-1294,VH-5294,Innova Zenix,Tangerang,2024-01-27,healthy,,2025-09-25 2:01:00,-6.299336055,107.0125197,36.8,12.81,TRUE,TRUE
KDC-1295,VH-5295,Nissan Livina,Tangerang,2025-05-11,healthy,,2025-09-24 1:29:00,-6.190483818,106.6571918,38.7,11.18,TRUE,TRUE
KDC-1296,VH-5296,Calya,Bekasi,2025-04-06,issue,hardware_fault,2025-09-24 18:46:00,-6.247140501,106.8153034,45.9,11.28,TRUE,TRUE
KDC-1297,VH-5297,BYD M6,Jakarta,2024-03-22,healthy,,2025-09-24 5:29:00,-6.165557267,106.6214174,46.1,12.13,TRUE,TRUE
KDC-1298,VH-5298,Calya,Tangerang,2025-09-02,healthy,,2025-09-24 11:34:00,-6.210602555,106.8807649,38.8,12.81,TRUE,TRUE
KDC-1299,VH-5299,Calya,Bogor,2024-07-16,healthy,,2025-09-25 7:22:00,-6.294790849,106.9687961,35.1,12.28,TRUE,TRUE
KDC-1300,VH-5300,Nissan Livina,Bekasi,2024-05-10,healthy,,2025-09-25 5:16:00,-6.186595155,106.6371999,48.8,11.38,TRUE,TRUE
KDC-1301,VH-5301,BYD M6,Bogor,2024-11-10,healthy,,2025-09-25 5:15:00,-6.172861751,106.5908428,34.1,12.43,TRUE,TRUE
KDC-1302,VH-5302,Innova Zenix,Bogor,2025-09-25,healthy,,2025-09-24 0:51:00,-6.188087496,106.6195147,62.1,13.24,TRUE,TRUE
KDC-1303,VH-5303,Innova Zenix,Jakarta,2025-08-31,healthy,,2025-09-25 5:51:00,-6.136596021,106.1513012,49.5,13.31,TRUE,TRUE
KDC-1304,VH-5304,Innova Zenix,Jakarta,2024-02-03,healthy,,2025-09-24 20:18:00,-6.211725881,106.8199075,41.5,12.16,TRUE,TRUE
KDC-1305,VH-5305,BYD M6,Bogor,2024-07-09,issue,camera_inward_no_signal,2025-09-24 6:05:00,-6.224033933,106.7916683,43.4,13.06,FALSE,TRUE
KDC-1306,VH-5306,BYD M6,Depok,2025-08-19,issue,overheat,2025-09-24 14:16:00,-6.120653919,106.1955094,49.3,12.48,TRUE,TRUE
KDC-1307,VH-5307,Calya,Depok,2024-08-09,healthy,,2025-09-24 19:09:00,-6.242060798,106.852251,37.8,11.45,TRUE,TRUE
KDC-1308,VH-5308,Innova Zenix,Jakarta,2025-07-08,healthy,,2025-09-24 5:30:00,-6.110187729,106.737189,49.8,11.71,TRUE,TRUE
KDC-1309,VH-5309,Calya,Jakarta,2025-06-05,healthy,,2025-09-24 7:19:00,-6.21225284,106.8580121,34.8,12.06,TRUE,TRUE
KDC-1310,VH-5310,BYD M6,Jakarta,2025-06-04,healthy,,2025-09-25 6:45:00,-6.300685517,107.0115699,39.8,11.97,TRUE,TRUE
KDC-1311,VH-5311,BYD M6,Depok,2024-04-24,healthy,,2025-09-24 0:33:00,-6.224839856,106.8871337,51.1,12.93,TRUE,TRUE
KDC-1312,VH-5312,Avanza,Jakarta,2024-01-02,healthy,,2025-09-25 10:58:00,-6.115997684,106.1524149,36,12.77,TRUE,TRUE
KDC-1313,VH-5313,Innova Zenix,Jakarta,2024-05-27,healthy,,2025-09-24 12:22:00,-6.592653343,106.7822098,46.4,12.23,TRUE,TRUE
KDC-1314,VH-5314,Nissan Livina,Bogor,2025-08-20,healthy,,2025-09-25 1:10:00,-6.231293357,106.7983891,58.2,12.16,TRUE,TRUE
KDC-1315,VH-5315,Calya,Tangerang,2025-07-03,healthy,,2025-09-25 8:38:00,-6.088033146,106.1228987,42.9,13.48,TRUE,TRUE
KDC-1316,VH-5316,Calya,Bekasi,2025-04-16,healthy,,2025-09-24 14:11:00,-6.294756683,106.9857375,40,12.18,TRUE,TRUE
KDC-1317,VH-5317,Calya,Bogor,2024-12-30,healthy,,2025-09-24 8:18:00,-6.596265886,106.8128973,47.8,13.17,TRUE,TRUE
KDC-1318,VH-5318,Innova Zenix,Bogor,2025-01-08,healthy,,2025-09-24 13:34:00,-6.102615698,106.1667788,44.5,13.9,TRUE,TRUE
KDC-1319,VH-5319,Avanza,Bogor,2025-08-02,issue,camera_inward_no_signal,2025-09-24 10:30:00,-6.117477535,106.1630684,34.2,12.48,FALSE,TRUE
KDC-1320,VH-5320,Calya,Jakarta,2025-07-09,healthy,,2025-09-24 6:30:00,-6.099319205,106.1529713,48.8,11.71,TRUE,TRUE
KDC-1321,VH-5321,Calya,Tangerang,2024-01-15,healthy,,2025-09-24 5:28:00,-6.112930295,106.1485402,48.6,13.69,TRUE,TRUE
KDC-1322,VH-5322,BYD M6,Bogor,2024-12-06,healthy,,2025-09-24 3:03:00,-6.191537688,106.8457953,33.9,12.79,TRUE,TRUE
KDC-1323,VH-5323,BYD M6,Depok,2024-08-29,healthy,,2025-09-24 4:45:00,-6.331507543,106.9950317,53.5,12.32,TRUE,TRUE
KDC-1324,VH-5324,Calya,Jakarta,2025-08-20,healthy,,2025-09-25 4:04:00,-6.594304252,106.7860141,53.4,13.34,TRUE,TRUE
KDC-1325,VH-5325,Avanza,Jakarta,2024-04-13,healthy,,2025-09-24 4:25:00,-6.375266686,106.8672496,52.6,12.89,TRUE,TRUE
KDC-1326,VH-5326,Innova Zenix,Tangerang,2025-08-04,healthy,,2025-09-25 2:32:00,-6.217500149,106.8357491,47.1,10.81,TRUE,TRUE
KDC-1327,VH-5327,Calya,Jakarta,2025-02-01,healthy,,2025-09-25 4:46:00,-6.2138002,106.8500106,45.1,14.28,TRUE,TRUE
KDC-1328,VH-5328,Nissan Livina,Bogor,2024-04-18,healthy,,2025-09-24 22:41:00,-6.317849297,106.9633911,49.4,13.49,TRUE,TRUE
KDC-1329,VH-5329,Calya,Depok,2024-02-20,healthy,,2025-09-25 5:19:00,-6.241797965,106.6812529,37.5,12.08,TRUE,TRUE
KDC-1330,VH-5330,Calya,Depok,2024-09-26,healthy,,2025-09-24 23:26:00,-6.112965903,106.1341117,49.1,13.61,TRUE,TRUE
KDC-1331,VH-5331,Calya,Depok,2025-06-28,issue,low_voltage,2025-09-24 10:50:00,-6.242149392,106.8387795,52,12.19,TRUE,TRUE
KDC-1332,VH-5332,Calya,Jakarta,2025-01-05,healthy,,2025-09-24 18:40:00,-6.225903449,106.8520881,37.9,11.16,TRUE,TRUE
KDC-1333,VH-5333,Calya,Jakarta,2025-07-27,healthy,,2025-09-24 5:00:00,-6.208785763,106.8670286,29.5,12.41,TRUE,TRUE
KDC-1334,VH-5334,Calya,Jakarta,2025-01-29,healthy,,2025-09-24 9:17:00,-6.135163287,106.1438194,37.4,11.8,TRUE,TRUE
KDC-1335,VH-5335,Nissan Livina,Bekasi,2024-02-01,healthy,,2025-09-24 13:48:00,-6.215771196,106.7527749,44.9,12.9,TRUE,TRUE
KDC-1336,VH-5336,Calya,Jakarta,2024-07-19,offline,camera_inward_no_signal,2025-09-24 8:32:00,-6.62185071,106.7892468,38.3,12.79,FALSE,TRUE
KDC-1337,VH-5337,Nissan Livina,Jakarta,2025-04-23,healthy,,2025-09-24 12:15:00,-6.222821949,106.8129975,55.4,13.35,TRUE,TRUE
KDC-1338,VH-5338,Calya,Depok,2024-05-04,healthy,,2025-09-24 10:04:00,-6.206363084,106.752984,46.9,12.73,TRUE,TRUE
KDC-1339,VH-5339,Nissan Livina,Jakarta,2025-08-11,healthy,,2025-09-24 14:41:00,-6.219536871,106.8276795,35,11.68,TRUE,TRUE
KDC-1340,VH-5340,Calya,Jakarta,2024-02-26,healthy,,2025-09-24 21:57:00,-6.216288089,106.6180866,56.9,12.27,TRUE,TRUE
KDC-1341,VH-5341,Calya,Jakarta,2024-04-13,healthy,,2025-09-24 22:37:00,-6.312054585,106.8168869,45.9,12.99,TRUE,TRUE
KDC-1342,VH-5342,BYD M6,Depok,2024-11-11,healthy,,2025-09-24 19:04:00,-6.106408843,106.1304186,50.2,12.92,TRUE,TRUE
